Method,Metric,Train,Test,Threshold,Rep,n,Dataset
is1,dss,189.94,921.26,0.8,6,200,easy
is1,is1,767.2,3800.19,0.8,6,200,easy
sse,sse,197.36,1010.37,0.8,6,200,easy
sse,crps,100.35,517.1,0.8,6,200,easy
sse,dss,189.94,921.26,0.8,6,200,easy
sse,is1,767.2,3800.19,0.8,6,200,easy
crps,sse,99.49,441.59,0,7,200,easy
crps,crps,58.89,299.25,0,7,200,easy
crps,dss,-81.98,-248.74,0,7,200,easy
crps,is1,676.68,3377.91,0,7,200,easy
dss,sse,100.15,438.54,0,7,200,easy
dss,crps,59.21,298.01,0,7,200,easy
dss,dss,-86.19,-164.52,0,7,200,easy
dss,is1,675.21,3381.03,0,7,200,easy
is1,sse,172.12,715.76,0,7,200,easy
is1,crps,77.89,373.95,0,7,200,easy
is1,dss,29.23,331.43,0,7,200,easy
is1,is1,678.83,3362.51,0,7,200,easy
sse,sse,99.45,440.08,0,7,200,easy
sse,crps,59.5,296.13,0,7,200,easy
sse,dss,-79.5,-270.56,0,7,200,easy
sse,is1,680.27,3364.75,0,7,200,easy
crps,sse,109.05,485.49,0.1,7,200,easy
crps,crps,62.41,302.67,0.1,7,200,easy
crps,dss,-42.71,-98.53,0.1,7,200,easy
crps,is1,697.15,3422.54,0.1,7,200,easy
dss,sse,100.47,438.94,0.1,7,200,easy
dss,crps,60.11,295.48,0.1,7,200,easy
dss,dss,-77.67,-230.56,0.1,7,200,easy
dss,is1,678.07,3374.06,0.1,7,200,easy
is1,sse,196.95,735.31,0.1,7,200,easy
is1,crps,84.97,371.61,0.1,7,200,easy
is1,dss,157.9,649.88,0.1,7,200,easy
is1,is1,687.9,3350.88,0.1,7,200,easy
sse,sse,109.05,485.49,0.1,7,200,easy
sse,crps,62.41,302.67,0.1,7,200,easy
sse,dss,-42.71,-98.53,0.1,7,200,easy
sse,is1,697.15,3422.54,0.1,7,200,easy
crps,sse,214.16,1071.4,0.3,7,200,easy
crps,crps,104.66,532.82,0.3,7,200,easy
crps,dss,112.19,571.67,0.3,7,200,easy
crps,is1,784.55,3895.95,0.3,7,200,easy
dss,sse,214.16,1071.4,0.3,7,200,easy
dss,crps,104.66,532.82,0.3,7,200,easy
dss,dss,112.19,571.67,0.3,7,200,easy
dss,is1,784.55,3895.95,0.3,7,200,easy
is1,sse,282.7,1313.77,0.3,7,200,easy
is1,crps,118.79,587.22,0.3,7,200,easy
is1,dss,263.49,1284.08,0.3,7,200,easy
is1,is1,773.3,3863.44,0.3,7,200,easy
sse,sse,214.16,1071.4,0.3,7,200,easy
sse,crps,104.66,532.82,0.3,7,200,easy
sse,dss,112.19,571.67,0.3,7,200,easy
sse,is1,784.55,3895.95,0.3,7,200,easy
crps,sse,214.16,1071.4,0.5,7,200,easy
crps,crps,104.66,532.82,0.5,7,200,easy
crps,dss,112.19,571.67,0.5,7,200,easy
crps,is1,784.55,3895.95,0.5,7,200,easy
dss,sse,214.16,1071.4,0.5,7,200,easy
dss,crps,104.66,532.82,0.5,7,200,easy
dss,dss,112.19,571.67,0.5,7,200,easy
dss,is1,784.55,3895.95,0.5,7,200,easy
is1,sse,282.7,1313.77,0.5,7,200,easy
is1,crps,118.79,587.22,0.5,7,200,easy
is1,dss,263.49,1284.08,0.5,7,200,easy
is1,is1,773.3,3863.44,0.5,7,200,easy
sse,sse,214.16,1071.4,0.5,7,200,easy
sse,crps,104.66,532.82,0.5,7,200,easy
sse,dss,112.19,571.67,0.5,7,200,easy
sse,is1,784.55,3895.95,0.5,7,200,easy
crps,sse,214.16,1071.4,0.8,7,200,easy
crps,crps,104.66,532.82,0.8,7,200,easy
crps,dss,112.19,571.67,0.8,7,200,easy
crps,is1,784.55,3895.95,0.8,7,200,easy
dss,sse,214.16,1071.4,0.8,7,200,easy
dss,crps,104.66,532.82,0.8,7,200,easy
dss,dss,112.19,571.67,0.8,7,200,easy
dss,is1,784.55,3895.95,0.8,7,200,easy
is1,sse,282.7,1313.77,0.8,7,200,easy
is1,crps,118.79,587.22,0.8,7,200,easy
is1,dss,263.49,1284.08,0.8,7,200,easy
is1,is1,773.3,3863.44,0.8,7,200,easy
sse,sse,214.16,1071.4,0.8,7,200,easy
sse,crps,104.66,532.82,0.8,7,200,easy
sse,dss,112.19,571.67,0.8,7,200,easy
sse,is1,784.55,3895.95,0.8,7,200,easy
crps,sse,65.15,456.23,0,8,200,easy
crps,crps,50.54,314.73,0,8,200,easy
crps,dss,-137.3,-326.45,0,8,200,easy
crps,is1,660.42,3411.95,0,8,200,easy
dss,sse,65.6,453.62,0,8,200,easy
dss,crps,50.89,313.5,0,8,200,easy
dss,dss,-139.71,-374.62,0,8,200,easy
dss,is1,662.06,3422.77,0,8,200,easy
is1,sse,65.99,435.85,0,8,200,easy
is1,crps,51,305.47,0,8,200,easy
is1,dss,-135.65,-374.83,0,8,200,easy
is1,is1,658.47,3395.19,0,8,200,easy
sse,sse,64.88,459.74,0,8,200,easy
sse,crps,50.53,315.45,0,8,200,easy
sse,dss,-135.34,-320.79,0,8,200,easy
sse,is1,659.4,3419.56,0,8,200,easy
crps,sse,67.18,445.31,0.1,8,200,easy
crps,crps,53.01,301.81,0.1,8,200,easy
crps,dss,-112.38,-294.58,0.1,8,200,easy
crps,is1,667.33,3410.28,0.1,8,200,easy
dss,sse,67.09,439.5,0.1,8,200,easy
dss,crps,52.33,304.4,0.1,8,200,easy
dss,dss,-128.45,-430.07,0.1,8,200,easy
dss,is1,667.33,3414.46,0.1,8,200,easy
is1,sse,67.18,445.31,0.1,8,200,easy
is1,crps,53.01,301.81,0.1,8,200,easy
is1,dss,-112.38,-294.58,0.1,8,200,easy
is1,is1,667.33,3410.28,0.1,8,200,easy
sse,sse,67.18,445.31,0.1,8,200,easy
sse,crps,53.01,301.81,0.1,8,200,easy
sse,dss,-112.38,-294.58,0.1,8,200,easy
sse,is1,667.33,3410.28,0.1,8,200,easy
crps,sse,184.79,1036.07,0.3,8,200,easy
crps,crps,99.84,526.41,0.3,8,200,easy
crps,dss,87.29,535.9,0.3,8,200,easy
crps,is1,769.59,3854.65,0.3,8,200,easy
dss,sse,184.79,1036.07,0.3,8,200,easy
dss,crps,99.84,526.41,0.3,8,200,easy
dss,dss,87.29,535.9,0.3,8,200,easy
dss,is1,769.59,3854.65,0.3,8,200,easy
is1,sse,184.79,1036.07,0.3,8,200,easy
is1,crps,99.84,526.41,0.3,8,200,easy
is1,dss,87.29,535.9,0.3,8,200,easy
is1,is1,769.59,3854.65,0.3,8,200,easy
sse,sse,184.79,1036.07,0.3,8,200,easy
sse,crps,99.84,526.41,0.3,8,200,easy
sse,dss,87.29,535.9,0.3,8,200,easy
sse,is1,769.59,3854.65,0.3,8,200,easy
crps,sse,184.79,1036.07,0.5,8,200,easy
crps,crps,99.84,526.41,0.5,8,200,easy
crps,dss,87.29,535.9,0.5,8,200,easy
crps,is1,769.59,3854.65,0.5,8,200,easy
dss,sse,184.79,1036.07,0.5,8,200,easy
dss,crps,99.84,526.41,0.5,8,200,easy
dss,dss,87.29,535.9,0.5,8,200,easy
dss,is1,769.59,3854.65,0.5,8,200,easy
is1,sse,184.79,1036.07,0.5,8,200,easy
is1,crps,99.84,526.41,0.5,8,200,easy
is1,dss,87.29,535.9,0.5,8,200,easy
is1,is1,769.59,3854.65,0.5,8,200,easy
sse,sse,184.79,1036.07,0.5,8,200,easy
sse,crps,99.84,526.41,0.5,8,200,easy
sse,dss,87.29,535.9,0.5,8,200,easy
sse,is1,769.59,3854.65,0.5,8,200,easy
crps,sse,184.79,1036.07,0.8,8,200,easy
crps,crps,99.84,526.41,0.8,8,200,easy
crps,dss,87.29,535.9,0.8,8,200,easy
crps,is1,769.59,3854.65,0.8,8,200,easy
dss,sse,184.79,1036.07,0.8,8,200,easy
dss,crps,99.84,526.41,0.8,8,200,easy
dss,dss,87.29,535.9,0.8,8,200,easy
dss,is1,769.59,3854.65,0.8,8,200,easy
is1,sse,184.79,1036.07,0.8,8,200,easy
is1,crps,99.84,526.41,0.8,8,200,easy
is1,dss,87.29,535.9,0.8,8,200,easy
is1,is1,769.59,3854.65,0.8,8,200,easy
sse,sse,184.79,1036.07,0.8,8,200,easy
sse,crps,99.84,526.41,0.8,8,200,easy
sse,dss,87.29,535.9,0.8,8,200,easy
sse,is1,769.59,3854.65,0.8,8,200,easy
crps,sse,75.1,453.94,0,9,200,easy
crps,crps,50.2,309.84,0,9,200,easy
crps,dss,-170.05,-123.97,0,9,200,easy
crps,is1,647.3,3309.88,0,9,200,easy
dss,sse,75.85,450.5,0,9,200,easy
dss,crps,50.69,307.33,0,9,200,easy
dss,dss,-166.13,-313.7,0,9,200,easy
dss,is1,650.78,3309.07,0,9,200,easy
is1,sse,96.69,528.47,0,9,200,easy
is1,crps,57.84,335.06,0,9,200,easy
is1,dss,-54.71,256.79,0,9,200,easy
is1,is1,645.26,3317.6,0,9,200,easy
sse,sse,75.85,450.5,0,9,200,easy
sse,crps,50.69,307.33,0,9,200,easy
sse,dss,-166.13,-313.7,0,9,200,easy
sse,is1,650.78,3309.07,0,9,200,easy
crps,sse,76.76,445.97,0.1,9,200,easy
crps,crps,52.01,301.46,0.1,9,200,easy
crps,dss,-151.27,-433.44,0.1,9,200,easy
crps,is1,654.23,3286.71,0.1,9,200,easy
dss,sse,76.5,447.37,0.1,9,200,easy
dss,crps,51.74,302.31,0.1,9,200,easy
dss,dss,-159.63,-343.21,0.1,9,200,easy
dss,is1,653.7,3295.16,0.1,9,200,easy
is1,sse,102.4,532.06,0.1,9,200,easy
is1,crps,60.5,328.83,0.1,9,200,easy
is1,dss,23.46,357.33,0.1,9,200,easy
is1,is1,650.88,3305.43,0.1,9,200,easy
sse,sse,76.76,445.97,0.1,9,200,easy
sse,crps,52.01,301.46,0.1,9,200,easy
sse,dss,-151.27,-433.44,0.1,9,200,easy
sse,is1,654.23,3286.71,0.1,9,200,easy
crps,sse,207.78,1265.58,0.3,9,200,easy
crps,crps,102.85,579.76,0.3,9,200,easy
crps,dss,104.01,752.85,0.3,9,200,easy
crps,is1,787.66,4031.18,0.3,9,200,easy
dss,sse,207.78,1265.58,0.3,9,200,easy
dss,crps,102.85,579.76,0.3,9,200,easy
dss,dss,104.01,752.85,0.3,9,200,easy
dss,is1,787.66,4031.18,0.3,9,200,easy
is1,sse,208.78,1123.91,0.3,9,200,easy
is1,crps,103.81,544.8,0.3,9,200,easy
is1,dss,208.58,1118.19,0.3,9,200,easy
is1,is1,758.88,3818.38,0.3,9,200,easy
sse,sse,207.78,1265.58,0.3,9,200,easy
sse,crps,102.85,579.76,0.3,9,200,easy
sse,dss,104.01,752.85,0.3,9,200,easy
sse,is1,787.66,4031.18,0.3,9,200,easy
crps,sse,207.78,1265.58,0.5,9,200,easy
crps,crps,102.85,579.76,0.5,9,200,easy
crps,dss,104.01,752.85,0.5,9,200,easy
crps,is1,787.66,4031.18,0.5,9,200,easy
dss,sse,207.78,1265.58,0.5,9,200,easy
dss,crps,102.85,579.76,0.5,9,200,easy
dss,dss,104.01,752.85,0.5,9,200,easy
dss,is1,787.66,4031.18,0.5,9,200,easy
is1,sse,208.78,1123.91,0.5,9,200,easy
is1,crps,103.81,544.8,0.5,9,200,easy
is1,dss,208.58,1118.19,0.5,9,200,easy
is1,is1,758.88,3818.38,0.5,9,200,easy
sse,sse,207.78,1265.58,0.5,9,200,easy
sse,crps,102.85,579.76,0.5,9,200,easy
sse,dss,104.01,752.85,0.5,9,200,easy
sse,is1,787.66,4031.18,0.5,9,200,easy
crps,sse,207.78,1265.58,0.8,9,200,easy
crps,crps,102.85,579.76,0.8,9,200,easy
crps,dss,104.01,752.85,0.8,9,200,easy
crps,is1,787.66,4031.18,0.8,9,200,easy
dss,sse,207.78,1265.58,0.8,9,200,easy
dss,crps,102.85,579.76,0.8,9,200,easy
dss,dss,104.01,752.85,0.8,9,200,easy
dss,is1,787.66,4031.18,0.8,9,200,easy
is1,sse,208.78,1123.91,0.8,9,200,easy
is1,crps,103.81,544.8,0.8,9,200,easy
is1,dss,208.58,1118.19,0.8,9,200,easy
is1,is1,758.88,3818.38,0.8,9,200,easy
sse,sse,207.78,1265.58,0.8,9,200,easy
sse,crps,102.85,579.76,0.8,9,200,easy
sse,dss,104.01,752.85,0.8,9,200,easy
sse,is1,787.66,4031.18,0.8,9,200,easy
crps,sse,97.15,555.86,0,10,200,easy
crps,crps,59.67,340.81,0,10,200,easy
crps,dss,-99.82,-87.23,0,10,200,easy
crps,is1,651.5,3434.44,0,10,200,easy
dss,sse,98.34,551.64,0,10,200,easy
dss,crps,60.6,335.49,0,10,200,easy
dss,dss,-102.86,45.62,0,10,200,easy
dss,is1,653.5,3395.82,0,10,200,easy
is1,sse,112.15,573.71,0,10,200,easy
is1,crps,64.39,354.14,0,10,200,easy
is1,dss,-53.97,99.5,0,10,200,easy
is1,is1,648.34,3430.89,0,10,200,easy
sse,sse,97.02,555.54,0,10,200,easy
sse,crps,59.75,340.6,0,10,200,easy
sse,dss,-97.21,-98.75,0,10,200,easy
sse,is1,651.58,3433.94,0,10,200,easy
crps,sse,101.86,543.49,0.1,10,200,easy
crps,crps,63.13,327.08,0.1,10,200,easy
crps,dss,-73.52,-189.58,0.1,10,200,easy
crps,is1,666.2,3354.17,0.1,10,200,easy
dss,sse,101.79,542.91,0.1,10,200,easy
dss,crps,62.84,327.16,0.1,10,200,easy
dss,dss,-82.39,-215.52,0.1,10,200,easy
dss,is1,665.66,3355.2,0.1,10,200,easy
is1,sse,142.73,608.45,0.1,10,200,easy
is1,crps,72.75,355.09,0.1,10,200,easy
is1,dss,92.63,592.56,0.1,10,200,easy
is1,is1,653.73,3392.31,0.1,10,200,easy
sse,sse,101.86,543.49,0.1,10,200,easy
sse,crps,63.13,327.08,0.1,10,200,easy
sse,dss,-73.52,-189.58,0.1,10,200,easy
sse,is1,666.2,3354.17,0.1,10,200,easy
crps,sse,246.66,1304.15,0.3,10,200,easy
crps,crps,113.25,587.56,0.3,10,200,easy
crps,dss,133.16,779.84,0.3,10,200,easy
crps,is1,798.77,4055.4,0.3,10,200,easy
dss,sse,101.86,543.49,0.3,10,200,easy
dss,crps,63.13,327.08,0.3,10,200,easy
dss,dss,-73.52,-189.58,0.3,10,200,easy
dss,is1,666.2,3354.17,0.3,10,200,easy
is1,sse,147.19,596.87,0.3,10,200,easy
is1,crps,75.44,343.36,0.3,10,200,easy
is1,dss,107.3,470.3,0.3,10,200,easy
is1,is1,666,3329.31,0.3,10,200,easy
sse,sse,246.66,1304.15,0.3,10,200,easy
sse,crps,113.25,587.56,0.3,10,200,easy
sse,dss,133.16,779.84,0.3,10,200,easy
sse,is1,798.77,4055.4,0.3,10,200,easy
crps,sse,246.66,1304.15,0.5,10,200,easy
crps,crps,113.25,587.56,0.5,10,200,easy
crps,dss,133.16,779.84,0.5,10,200,easy
crps,is1,798.77,4055.4,0.5,10,200,easy
dss,sse,246.66,1304.15,0.5,10,200,easy
dss,crps,113.25,587.56,0.5,10,200,easy
dss,dss,133.16,779.84,0.5,10,200,easy
dss,is1,798.77,4055.4,0.5,10,200,easy
is1,sse,265.33,1161.06,0.5,10,200,easy
is1,crps,116.63,552.77,0.5,10,200,easy
is1,dss,256.37,1162.61,0.5,10,200,easy
is1,is1,769.38,3824.99,0.5,10,200,easy
sse,sse,246.66,1304.15,0.5,10,200,easy
sse,crps,113.25,587.56,0.5,10,200,easy
sse,dss,133.16,779.84,0.5,10,200,easy
sse,is1,798.77,4055.4,0.5,10,200,easy
crps,sse,246.66,1304.15,0.8,10,200,easy
crps,crps,113.25,587.56,0.8,10,200,easy
crps,dss,133.16,779.84,0.8,10,200,easy
crps,is1,798.77,4055.4,0.8,10,200,easy
dss,sse,246.66,1304.15,0.8,10,200,easy
dss,crps,113.25,587.56,0.8,10,200,easy
dss,dss,133.16,779.84,0.8,10,200,easy
dss,is1,798.77,4055.4,0.8,10,200,easy
is1,sse,265.33,1161.06,0.8,10,200,easy
is1,crps,116.63,552.77,0.8,10,200,easy
is1,dss,256.37,1162.61,0.8,10,200,easy
is1,is1,769.38,3824.99,0.8,10,200,easy
sse,sse,246.66,1304.15,0.8,10,200,easy
sse,crps,113.25,587.56,0.8,10,200,easy
sse,dss,133.16,779.84,0.8,10,200,easy
sse,is1,798.77,4055.4,0.8,10,200,easy
crps,sse,97.51,546.69,0,11,200,easy
crps,crps,60.27,337.42,0,11,200,easy
crps,dss,-103.2,-177.77,0,11,200,easy
crps,is1,667.25,3351.05,0,11,200,easy
dss,sse,115.94,616.86,0,11,200,easy
dss,crps,65.96,348.87,0,11,200,easy
dss,dss,-61.38,-92.49,0,11,200,easy
dss,is1,681.56,3333.51,0,11,200,easy
is1,sse,100.44,564.3,0,11,200,easy
is1,crps,62.31,339.96,0,11,200,easy
is1,dss,-78.23,-19.42,0,11,200,easy
is1,is1,663.28,3334.51,0,11,200,easy
sse,sse,98.11,549.81,0,11,200,easy
sse,crps,61.25,334.39,0,11,200,easy
sse,dss,-81.38,-116.66,0,11,200,easy
sse,is1,668.9,3334.82,0,11,200,easy
crps,sse,116.37,615.5,0.1,11,200,easy
crps,crps,67.31,346.27,0.1,11,200,easy
crps,dss,51.88,350.38,0.1,11,200,easy
crps,is1,688.71,3377.31,0.1,11,200,easy
dss,sse,116.81,612.77,0.1,11,200,easy
dss,crps,67.04,344.12,0.1,11,200,easy
dss,dss,-57.27,-115,0.1,11,200,easy
dss,is1,682.34,3329.42,0.1,11,200,easy
is1,sse,114.57,605.69,0.1,11,200,easy
is1,crps,67.71,342.9,0.1,11,200,easy
is1,dss,73.23,375.36,0.1,11,200,easy
is1,is1,673.75,3315.03,0.1,11,200,easy
sse,sse,114.57,605.69,0.1,11,200,easy
sse,crps,67.71,342.9,0.1,11,200,easy
sse,dss,73.23,375.36,0.1,11,200,easy
sse,is1,673.75,3315.03,0.1,11,200,easy
crps,sse,220.68,1178.87,0.3,11,200,easy
crps,crps,106.28,555.9,0.3,11,200,easy
crps,dss,216.53,1162.64,0.3,11,200,easy
crps,is1,773,3828.73,0.3,11,200,easy
dss,sse,252.07,1484.65,0.3,11,200,easy
dss,crps,113.78,628.03,0.3,11,200,easy
dss,dss,134.68,925.59,0.3,11,200,easy
dss,is1,819.72,4186.53,0.3,11,200,easy
is1,sse,114.57,605.69,0.3,11,200,easy
is1,crps,67.71,342.9,0.3,11,200,easy
is1,dss,73.23,375.36,0.3,11,200,easy
is1,is1,673.75,3315.03,0.3,11,200,easy
sse,sse,220.68,1178.87,0.3,11,200,easy
sse,crps,106.28,555.9,0.3,11,200,easy
sse,dss,216.53,1162.64,0.3,11,200,easy
sse,is1,773,3828.73,0.3,11,200,easy
crps,sse,220.68,1178.87,0.5,11,200,easy
crps,crps,106.28,555.9,0.5,11,200,easy
crps,dss,216.53,1162.64,0.5,11,200,easy
crps,is1,773,3828.73,0.5,11,200,easy
dss,sse,252.07,1484.65,0.5,11,200,easy
dss,crps,113.78,628.03,0.5,11,200,easy
dss,dss,134.68,925.59,0.5,11,200,easy
dss,is1,819.72,4186.53,0.5,11,200,easy
is1,sse,220.68,1178.87,0.5,11,200,easy
is1,crps,106.28,555.9,0.5,11,200,easy
is1,dss,216.53,1162.64,0.5,11,200,easy
is1,is1,773,3828.73,0.5,11,200,easy
sse,sse,220.68,1178.87,0.5,11,200,easy
sse,crps,106.28,555.9,0.5,11,200,easy
sse,dss,216.53,1162.64,0.5,11,200,easy
sse,is1,773,3828.73,0.5,11,200,easy
crps,sse,220.68,1178.87,0.8,11,200,easy
crps,crps,106.28,555.9,0.8,11,200,easy
crps,dss,216.53,1162.64,0.8,11,200,easy
crps,is1,773,3828.73,0.8,11,200,easy
dss,sse,252.07,1484.65,0.8,11,200,easy
dss,crps,113.78,628.03,0.8,11,200,easy
dss,dss,134.68,925.59,0.8,11,200,easy
dss,is1,819.72,4186.53,0.8,11,200,easy
is1,sse,220.68,1178.87,0.8,11,200,easy
is1,crps,106.28,555.9,0.8,11,200,easy
is1,dss,216.53,1162.64,0.8,11,200,easy
is1,is1,773,3828.73,0.8,11,200,easy
sse,sse,220.68,1178.87,0.8,11,200,easy
sse,crps,106.28,555.9,0.8,11,200,easy
sse,dss,216.53,1162.64,0.8,11,200,easy
sse,is1,773,3828.73,0.8,11,200,easy
crps,sse,71.97,536.89,0,12,200,easy
crps,crps,56.25,337.36,0,12,200,easy
crps,dss,-89.2,125.72,0,12,200,easy
crps,is1,646.83,3460.9,0,12,200,easy
dss,sse,62.17,495.56,0,12,200,easy
dss,crps,52.85,318.34,0,12,200,easy
dss,dss,-125.93,2.73,0,12,200,easy
dss,is1,643.34,3446.67,0,12,200,easy
is1,sse,63.32,482.52,0,12,200,easy
is1,crps,53.2,314.76,0,12,200,easy
is1,dss,-116.44,-34.39,0,12,200,easy
is1,is1,642.9,3441.34,0,12,200,easy
sse,sse,71.94,527.33,0,12,200,easy
sse,crps,57.25,329.4,0,12,200,easy
sse,dss,-85.61,-60.16,0,12,200,easy
sse,is1,648.83,3429.87,0,12,200,easy
crps,sse,82.47,541.16,0.1,12,200,easy
crps,crps,61.44,325.04,0.1,12,200,easy
crps,dss,-36.45,35.41,0.1,12,200,easy
crps,is1,662.92,3417.77,0.1,12,200,easy
dss,sse,62.27,494.56,0.1,12,200,easy
dss,crps,52.99,316.83,0.1,12,200,easy
dss,dss,-124.94,-7.25,0.1,12,200,easy
dss,is1,643.73,3443.22,0.1,12,200,easy
is1,sse,97.32,606.79,0.1,12,200,easy
is1,crps,67.03,346.92,0.1,12,200,easy
is1,dss,-12.89,175.57,0.1,12,200,easy
is1,is1,661.98,3426.28,0.1,12,200,easy
sse,sse,82.47,541.16,0.1,12,200,easy
sse,crps,61.44,325.04,0.1,12,200,easy
sse,dss,-36.45,35.41,0.1,12,200,easy
sse,is1,662.92,3417.77,0.1,12,200,easy
crps,sse,183.35,1071.15,0.3,12,200,easy
crps,crps,99.38,532.03,0.3,12,200,easy
crps,dss,90.73,572.88,0.3,12,200,easy
crps,is1,760.69,3885.95,0.3,12,200,easy
dss,sse,183.35,1071.15,0.3,12,200,easy
dss,crps,99.38,532.03,0.3,12,200,easy
dss,dss,90.73,572.88,0.3,12,200,easy
dss,is1,760.69,3885.95,0.3,12,200,easy
is1,sse,183.35,1071.15,0.3,12,200,easy
is1,crps,99.38,532.03,0.3,12,200,easy
is1,dss,90.73,572.88,0.3,12,200,easy
is1,is1,760.69,3885.95,0.3,12,200,easy
sse,sse,183.35,1071.15,0.3,12,200,easy
sse,crps,99.38,532.03,0.3,12,200,easy
sse,dss,90.73,572.88,0.3,12,200,easy
sse,is1,760.69,3885.95,0.3,12,200,easy
crps,sse,183.35,1071.15,0.5,12,200,easy
crps,crps,99.38,532.03,0.5,12,200,easy
crps,dss,90.73,572.88,0.5,12,200,easy
crps,is1,760.69,3885.95,0.5,12,200,easy
dss,sse,183.35,1071.15,0.5,12,200,easy
dss,crps,99.38,532.03,0.5,12,200,easy
dss,dss,90.73,572.88,0.5,12,200,easy
dss,is1,760.69,3885.95,0.5,12,200,easy
is1,sse,183.35,1071.15,0.5,12,200,easy
is1,crps,99.38,532.03,0.5,12,200,easy
is1,dss,90.73,572.88,0.5,12,200,easy
is1,is1,760.69,3885.95,0.5,12,200,easy
sse,sse,183.35,1071.15,0.5,12,200,easy
sse,crps,99.38,532.03,0.5,12,200,easy
sse,dss,90.73,572.88,0.5,12,200,easy
sse,is1,760.69,3885.95,0.5,12,200,easy
crps,sse,183.35,1071.15,0.8,12,200,easy
crps,crps,99.38,532.03,0.8,12,200,easy
crps,dss,90.73,572.88,0.8,12,200,easy
crps,is1,760.69,3885.95,0.8,12,200,easy
dss,sse,183.35,1071.15,0.8,12,200,easy
dss,crps,99.38,532.03,0.8,12,200,easy
dss,dss,90.73,572.88,0.8,12,200,easy
dss,is1,760.69,3885.95,0.8,12,200,easy
is1,sse,183.35,1071.15,0.8,12,200,easy
is1,crps,99.38,532.03,0.8,12,200,easy
is1,dss,90.73,572.88,0.8,12,200,easy
is1,is1,760.69,3885.95,0.8,12,200,easy
sse,sse,183.35,1071.15,0.8,12,200,easy
sse,crps,99.38,532.03,0.8,12,200,easy
sse,dss,90.73,572.88,0.8,12,200,easy
sse,is1,760.69,3885.95,0.8,12,200,easy
crps,sse,44.76,356.89,0,13,200,easy
crps,crps,44.43,288.96,0,13,200,easy
crps,dss,-180.34,-437.44,0,13,200,easy
crps,is1,651.88,3296.64,0,13,200,easy
dss,sse,45.86,356.71,0,13,200,easy
dss,crps,44.75,287.35,0,13,200,easy
dss,dss,-185.72,-431.64,0,13,200,easy
dss,is1,652.43,3299.79,0,13,200,easy
is1,sse,53.99,410.06,0,13,200,easy
is1,crps,47.82,309.44,0,13,200,easy
is1,dss,-140.11,252.38,0,13,200,easy
is1,is1,650.91,3314.6,0,13,200,easy
sse,sse,44.76,356.89,0,13,200,easy
sse,crps,44.43,288.96,0,13,200,easy
sse,dss,-180.34,-437.44,0,13,200,easy
sse,is1,651.88,3296.64,0,13,200,easy
crps,sse,47.53,364.76,0.1,13,200,easy
crps,crps,46.57,288.12,0.1,13,200,easy
crps,dss,-141.91,-301.11,0.1,13,200,easy
crps,is1,657.36,3285.03,0.1,13,200,easy
dss,sse,46.82,354.13,0.1,13,200,easy
dss,crps,46.1,284.62,0.1,13,200,easy
dss,dss,-168.26,-449.94,0.1,13,200,easy
dss,is1,657.3,3285.13,0.1,13,200,easy
is1,sse,56.4,393.57,0.1,13,200,easy
is1,crps,50.45,296.13,0.1,13,200,easy
is1,dss,-114.23,-269.56,0.1,13,200,easy
is1,is1,661.56,3263.14,0.1,13,200,easy
sse,sse,52.3,350.29,0.1,13,200,easy
sse,crps,48.62,280.85,0.1,13,200,easy
sse,dss,-128.68,-383.36,0.1,13,200,easy
sse,is1,664.16,3269.98,0.1,13,200,easy
crps,sse,156.56,940.48,0.3,13,200,easy
crps,crps,89.61,501.14,0.3,13,200,easy
crps,dss,37.09,443.55,0.3,13,200,easy
crps,is1,758.7,3788.46,0.3,13,200,easy
dss,sse,156.56,940.48,0.3,13,200,easy
dss,crps,89.61,501.14,0.3,13,200,easy
dss,dss,37.09,443.55,0.3,13,200,easy
dss,is1,758.7,3788.46,0.3,13,200,easy
is1,sse,56.4,393.57,0.3,13,200,easy
is1,crps,50.45,296.13,0.3,13,200,easy
is1,dss,-114.23,-269.56,0.3,13,200,easy
is1,is1,661.56,3263.14,0.3,13,200,easy
sse,sse,156.56,940.48,0.3,13,200,easy
sse,crps,89.61,501.14,0.3,13,200,easy
sse,dss,37.09,443.55,0.3,13,200,easy
sse,is1,758.7,3788.46,0.3,13,200,easy
crps,sse,156.56,940.48,0.5,13,200,easy
crps,crps,89.61,501.14,0.5,13,200,easy
crps,dss,37.09,443.55,0.5,13,200,easy
crps,is1,758.7,3788.46,0.5,13,200,easy
dss,sse,156.56,940.48,0.5,13,200,easy
dss,crps,89.61,501.14,0.5,13,200,easy
dss,dss,37.09,443.55,0.5,13,200,easy
dss,is1,758.7,3788.46,0.5,13,200,easy
is1,sse,156.56,940.48,0.5,13,200,easy
is1,crps,89.61,501.14,0.5,13,200,easy
is1,dss,37.09,443.55,0.5,13,200,easy
is1,is1,758.7,3788.46,0.5,13,200,easy
sse,sse,156.56,940.48,0.5,13,200,easy
sse,crps,89.61,501.14,0.5,13,200,easy
sse,dss,37.09,443.55,0.5,13,200,easy
sse,is1,758.7,3788.46,0.5,13,200,easy
crps,sse,156.56,940.48,0.8,13,200,easy
crps,crps,89.61,501.14,0.8,13,200,easy
crps,dss,37.09,443.55,0.8,13,200,easy
crps,is1,758.7,3788.46,0.8,13,200,easy
dss,sse,156.56,940.48,0.8,13,200,easy
